/m/031y2;/base/popstra/location/vacationers./base/popstra/vacation_choice/vacationer;/m/0dxmyh;MISS_149;MISS_2636
/m/01fwk3;/award/award_nominee/award_nominations./award/award_nomination/award;/m/094qd5;67;1
/m/06g7c;/medicine/disease/risk_factors;/m/0jpmt;11;2
/m/0xgpv;/location/location/time_zones;/m/02fqwt;138;1
/m/07gghl;/film/film/production_companies;/m/046b0s;1;1
/m/0dgrwqr;/film/film/release_date_s./film/film_regional_release_date/film_release_region;/m/03rt9;138;10
/m/09bg4l;/government/politician/government_positions_held./government/government_position_held/basic_title;/m/060c4;2;1
/m/0cq86w;/film/film/release_date_s./film/film_regional_release_date/film_release_region;/m/06mkj;48;2
/m/01wl38s;/music/artist/track_contributions./music/track_contribution/role;/m/01s0ps;22;10
/m/0m_h6;/film/film/country;/m/09c7w0;41;1
/m/060__7;/film/film/estimated_budget./measurement_unit/dated_money_value/currency;/m/09nqf;234;1
/m/09d5h;/music/record_label/artist;/m/01wg6y;315;270
/m/06_9lg;/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location;/m/0cw51;1;6
/m/06_9lg;/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_language;/m/03k50;90;13
/m/0kqj1;/education/educational_institution/students_graduates./education/education/student;/m/05nn4k;67;1019
/m/03q91d;/film/actor/film./film/performance/film;/m/0prrm;1284;102
/m/0gy0l_;/film/film/other_crew./film/film_crew_gig/film_crew_role;/m/09zzb8;145;1
/m/024t0y;/people/person/profession;/m/025sppp;1865;82
/m/046b0s;/organization/organization/headquarters./location/mailing_address/citytown;/m/0chgzm;21;220
/m/02h4rq6;/education/educational_degree/people_with_this_degree./education/education/institution;/m/0b1xl;1;1
/m/02byfd;/people/person/spouse_s./people/marriage/type_of_union;/m/04ztj;34;1
/m/0b2v79;/film/film/release_date_s./film/film_regional_release_date/film_release_distribution_medium;/m/029j_;82;1
/m/05w3f;/music/genre/artists;/m/01p45_v;1;43
/m/016clz;/music/genre/artists;/m/04b7xr;10;601
/m/01c6k4;/organization/organization/headquarters./location/mailing_address/state_province_region;/m/05k7sb;1137;22
/m/0bzkvd;/award/award_ceremony/awards_presented./award/award_honor/honored_for;/m/0cq86w;1;2
/m/01pfr3;/award/award_nominee/award_nominations./award/award_nomination/award;/m/02f73b;9;2
/m/04n52p6;/film/film/other_crew./film/film_crew_gig/film_crew_role;/m/089fss;30;7
/m/0770cd;/music/artist/track_contributions./music/track_contribution/role;/m/05148p4;18;6
/m/0d7wh;/people/ethnicity/people;/m/06mnbn;9;256
/m/02fgdx;/education/educational_institution/students_graduates./education/education/student;/m/033p3_;225;3142
/m/0738b8;/award/award_winner/awards_won./award/award_honor/award_winner;/m/0mdqp;1;1
/m/0bx8pn;/education/educational_institution/school_type;/m/05jxkf;80;1
/m/03h3x5;/film/film/language;/m/0345h;1137;211
/m/05148p4;/music/instrument/instrumentalists;/m/012z8_;1;4
/m/0c1pj;/film/actor/film./film/performance/film;/m/01pv91;1679;1651
/m/01_lhg;/base/x2010fifaworldcupsouthafrica/world_cup_squad/current_world_cup_squad./base/x2010fifaworldcupsouthafrica/current_world_cup_squad/current_club;/m/048xg8;1;14
/m/0dvmd;/award/award_nominee/award_nominations./award/award_nomination/award;/m/0gqy2;9;1
/m/02s62q;/education/educational_institution/school_type;/m/05pcjw;89;3
/m/017gm7;/film/film/release_date_s./film/film_regional_release_date/film_release_region;/m/016wzw;5;2
/m/01hc9_;/influence/influence_node/influenced_by;/m/042v2;36;251
/m/063hp4;/film/film/genre;/m/02l7c8;705;4
/m/04kkz8;/film/film/other_crew./film/film_crew_gig/film_crew_role;/m/02r96rf;132;1
/m/04ztj;/people/marriage_union_type/unions_of_this_type./people/marriage/location_of_ceremony;/m/0dhd5;1;1141
/m/04ztj;/people/marriage_union_type/unions_of_this_type./people/marriage/location_of_ceremony;/m/0l35f;1;48
/m/03f1d47;/people/person/places_lived./people/place_lived/location;/m/0z1vw;1493;450
/m/0_lr1;/common/topic/webpage./common/webpage/category;/m/08mbj5d;285;1
/m/0bc1yhb;/film/film/release_date_s./film/film_regional_release_date/film_release_region;/m/0k6nt;5;2
/m/0bz5v2;/people/person/places_lived./people/place_lived/location;/m/04lh6;239;26
/m/09l0x9;/sports/sports_league_draft/picks./sports/sports_league_draft_pick/school;/m/0jkhr;9;30
/m/04ztj;/people/marriage_union_type/unions_of_this_type./people/marriage/location_of_ceremony;/m/0dr31;1;850
/m/04ztj;/people/marriage_union_type/unions_of_this_type./people/marriage/location_of_ceremony;/m/0177z;1;5
/m/03lmx1;/people/ethnicity/people;/m/01wsl7c;1;11
/m/0bc1yhb;/film/film/release_date_s./film/film_regional_release_date/film_release_region;/m/06t2t;13;2
/m/019g8j;/tv/tv_program/regular_cast./tv/regular_tv_appearance/actor;/m/01tpl1p;7;10
/m/01q0kg;/education/educational_institution/students_graduates./education/education/major_field_of_study;/m/05qfh;9;4
/m/0f25w9;/food/food/nutrients./food/nutrition_fact/nutrient;/m/0f4kp;1;3
/m/0h3y;/olympics/olympic_participating_country/medals_won./olympics/olympic_medal_honor/medal;/m/02lq67;12;1
/m/09p2r9;/award/award_ceremony/awards_presented./award/award_honor/award_winner;/m/04y8r;4;91
/m/014zcr;/film/actor/film./film/performance/film;/m/02jkkv;10;56
/m/01385g;/people/person/profession;/m/0dxtg;321;2
/m/0gs9p;/award/award_category/nominees./award/award_nomination/nominated_for;/m/0c0zq;1;2
/m/0f2sx4;/award/award_nominated_work/award_nominations./award/award_nomination/nominated_for;/m/074w86;1;1
/m/0y62n;/location/us_county/county_seat;/m/0y62n;MISS_1201;MISS_1411
/m/0kvbl6;/film/film/music;/m/02jxmr;34;4
/m/0jgwf;/people/person/profession;/m/02jknp;1;1
/m/07vyf;/education/university/fraternities_and_sororities;/m/035tlh;61;1
/m/024lff;/film/film/genre;/m/01jfsb;33;1
/m/0gz5hs;/people/person/profession;/m/0np9r;51;1
/m/0bdw6t;/award/award_category/nominees./award/award_nomination/nominated_for;/m/01b_lz;3;11
/m/0d35y;/sports/sports_team_location/teams;/m/0jml5;MISS_172;MISS_5
/m/0c34mt;/film/film/other_crew./film/film_crew_gig/film_crew_role;/m/0ch6mp2;20;1
/m/08zrbl;/film/film/release_date_s./film/film_regional_release_date/film_release_distribution_medium;/m/029j_;125;1
/m/016ckq;/music/record_label/artist;/m/012z8_;20;245
/m/020jqv;/people/person/nationality;/m/09c7w0;4;1
/m/07cjqy;/award/award_nominee/award_nominations./award/award_nomination/nominated_for;/m/034qrh;22;6
/m/02dr9j;/film/film/film_format;/m/07fb8_;54;1
/m/07s3m4g;/film/film/release_date_s./film/film_regional_release_date/film_release_region;/m/0154j;3;1
/m/02bqn1;/government/legislative_session/members./government/government_position_held/district_represented;/m/07srw;1;2
/m/01rk91;/business/job_title/people_with_this_title./business/employment_tenure/company;/m/05gnf;16;288
/m/07vyf;/education/educational_institution/students_graduates./education/education/student;/m/022q32;162;2328
/m/0170xl;/film/film/country;/m/07ssc;1;1
/m/01jwxx;/film/film/genre;/m/02kdv5l;964;4
/m/0ply0;/travel/travel_destination/climate./travel/travel_destination_monthly_climate/month;/m/0ll3;1;1
/m/0ply0;/travel/travel_destination/climate./travel/travel_destination_monthly_climate/month;/m/06vkl;1;1
/m/02__x;/sports/professional_sports_team/draft_picks./sports/sports_league_draft_pick/draft;/m/02z6872;1;1
/m/048scx;/film/film/genre;/m/02qfv5d;339;29
/m/04b_46;/education/educational_institution/students_graduates./education/education/student;/m/05bnp0;34;185
/m/011yl_;/film/film/genre;/m/02l7c8;608;4
/m/03hl6lc;/award/award_category/nominees./award/award_nomination/nominated_for;/m/01xvjb;4;144
/m/02pqp12;/award/award_category/nominees./award/award_nomination/nominated_for;/m/028_yv;5;200
/m/09sh8k;/film/film/other_crew./film/film_crew_gig/film_crew_role;/m/015h31;4;7
/m/02zccd;/education/educational_institution/students_graduates./education/education/major_field_of_study;/m/0jjw;423;43
/m/01n9d9;/people/person/profession;/m/01d_h8;5;1
/m/0__wm;/common/topic/webpage./common/webpage/category;/m/08mbj5d;742;1
/m/09g7vfw;/film/film/costume_design_by;/m/03mfqm;17;1
/m/04zyhx;/film/film/release_date_s./film/film_regional_release_date/film_release_region;/m/0154j;42;7
/m/030b93;/award/award_nominee/award_nominations./award/award_nomination/award;/m/0cqh6z;1;3
/m/05cx7x;/people/person/nationality;/m/09c7w0;72;1
/m/0222qb;/people/ethnicity/people;/m/0bytkq;1;25
/m/02jxmr;/common/topic/webpage./common/webpage/category;/m/08mbj5d;685;1
/m/01p85y;/people/person/nationality;/m/0d060g;634;4
/m/09gdh6k;/film/film/genre;/m/01hmnh;508;6
/m/01vsl3_;/music/artist/track_contributions./music/track_contribution/role;/m/02k856;42;51
/m/0pvms;/film/film/cinematography;/m/0f3zsq;357;4
/m/05qck;/award/award_category/winners./award/award_honor/award_winner;/m/034ls;1;279
/m/016khd;/award/award_nominee/award_nominations./award/award_nomination/award_nominee;/m/03k7bd;20;153
/m/04fv0k;/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/contact_category;/m/03w5xm;12;1
/m/0gvx_;/award/award_category/winners./award/award_honor/ceremony;/m/0ftlxj;2;1
/m/06thjt;/education/educational_institution/colors;/m/0jc_p;305;8
/m/03q5t;/music/instrument/instrumentalists;/m/01vsqvs;35;537
/m/01s7z0;/people/person/places_lived./people/place_lived/location;/m/0c5v2;735;698
/m/05x_5;/education/educational_institution/students_graduates./education/education/major_field_of_study;/m/0193x;8;6
/m/09g7vfw;/film/film/release_date_s./film/film_regional_release_date/film_release_region;/m/04gzd;2;1
/m/02j8nx;/people/person/gender;/m/05zppz;56;1
/m/06ztvyx;/film/film/release_date_s./film/film_regional_release_date/film_release_region;/m/07f1x;31;16
/m/032_jg;/film/actor/film./film/performance/film;/m/01k0vq;4;4
/m/0tz1j;/location/statistical_region/rent50_2./measurement_unit/dated_money_value/currency;/m/09nqf;2;1
/m/0bw6y;/award/award_nominee/award_nominations./award/award_nomination/award;/m/09qj50;975;49
/m/03tn9w;/award/award_ceremony/awards_presented./award/award_honor/award_winner;/m/01cbt3;1;1
/m/06jcc;/influence/influence_node/influenced_by;/m/0hky;122;110
/m/0frmb1;/people/person/places_lived./people/place_lived/location;/m/04ykg;1769;595
/m/01j5sd;/people/person/places_lived./people/place_lived/location;/m/0cr3d;2657;23
/m/0693l;/base/popstra/celebrity/friendship./base/popstra/friendship/participant;/m/06cv1;38;47
/m/03xsby;/film/film_distributor/films_distributed./film/film_film_distributor_relationship/film;/m/03nqnnk;8;1165
/m/0d9jr;/travel/travel_destination/climate./travel/travel_destination_monthly_climate/month;/m/040fv;1;1
/m/0nm9y;/location/hud_foreclosure_area/estimated_number_of_mortgages./measurement_unit/dated_integer/source;/m/0jbk9;3;1
/m/016gkf;/people/person/profession;/m/02jknp;37;1
/m/055c8;/film/actor/film./film/performance/film;/m/0287477;1;8
/m/02q3fdr;/film/film/executive_produced_by;/m/04jspq;18;1
/m/0ds2l81;/film/film/release_date_s./film/film_regional_release_date/film_release_region;/m/06bnz;2;3
/m/03x9yr;/music/record_label/artist;/m/06lxn;90;197
/m/01n30p;/film/film/executive_produced_by;/m/0d_skg;605;41
/m/0459z;/people/person/profession;/m/05vyk;451;9
/m/0p9tm;/film/film/costume_design_by;/m/02cqbx;283;1
/m/03q0r1;/film/film/other_crew./film/film_crew_gig/film_crew_role;/m/089g0h;685;11
/m/014gf8;/award/award_nominee/award_nominations./award/award_nomination/award_nominee;/m/08swgx;1;2
/m/05r5c;/music/performance_role/regular_performances./music/group_membership/role;/m/0myk8;2;10
/m/03xq0f;/film/film_distributor/films_distributed./film/film_film_distributor_relationship/film;/m/01sbv9;1;1
/m/01ydzx;/people/person/gender;/m/05zppz;123;1
/m/0h3lt;/common/topic/webpage./common/webpage/category;/m/08mbj5d;639;1
/m/0fb0v;/music/record_label/artist;/m/01f2q5;7;85
/m/0_7w6;/film/film/release_date_s./film/film_regional_release_date/film_release_region;/m/02vzc;32;2
/m/034b6k;/film/film/other_crew./film/film_crew_gig/film_crew_role;/m/0ch6mp2;234;1
/m/0b_c7;/award/award_nominee/award_nominations./award/award_nomination/award;/m/02pqp12;64;3
/m/02896;/sports/sports_team/colors;/m/06kqt3;410;13
/m/0dq9wx;/film/actor/film./film/performance/film;/m/026hxwx;2135;893
/m/0sgtz;/location/hud_county_place/place;/m/0sgtz;MISS_1;MISS_1
/m/02r22gf;/award/award_category/nominees./award/award_nomination/nominated_for;/m/016z7s;13;54
/m/01kcty;/music/genre/artists;/m/01wd9lv;22;8
/m/0gqng;/award/award_category/winners./award/award_honor/ceremony;/m/0c4hgj;2;1
/m/01c427;/award/award_category/winners./award/award_honor/award_winner;/m/07c0j;69;318
/m/0c4hx0;/award/award_ceremony/awards_presented./award/award_honor/honored_for;/m/0cq7kw;1;4
/m/02v0ff;/film/actor/film./film/performance/film;/m/03mh94;3080;889
/m/05dbf;/base/popstra/celebrity/friendship./base/popstra/friendship/participant;/m/02r6c_;19;1751
/m/01243b;/music/genre/artists;/m/0137g1;22;246
/m/0gr51;/award/award_category/nominees./award/award_nomination/nominated_for;/m/01sxly;4;48
/m/04cppj;/film/film/release_date_s./film/film_regional_release_date/film_release_region;/m/07ssc;3;1
/m/03mp9s;/film/actor/film./film/performance/film;/m/0djlxb;2;2
/m/0gnkb;/film/film/genre;/m/02l7c8;345;4
/m/02bn_p;/government/legislative_session/members./government/government_position_held/district_represented;/m/0824r;1;1
/m/01p4r3;/film/actor/film./film/performance/film;/m/04x4nv;984;212
/m/03l3jy;/people/person/nationality;/m/09c7w0;48;1
/m/04rzd;/music/instrument/instrumentalists;/m/05cljf;3;38
/m/0gbfn9;/film/film/release_date_s./film/film_regional_release_date/film_release_region;/m/015fr;31;3
/m/016wvy;/music/artist/track_contributions./music/track_contribution/role;/m/07_l6;279;85
/m/0ndsl1x;/film/film/release_date_s./film/film_regional_release_date/film_release_region;/m/0jgd;10;2
/m/0hgxh;/medicine/symptom/symptom_of;/m/087z2;9;21
/m/09v4bym;/award/award_category/nominees./award/award_nomination/nominated_for;/m/08j7lh;1;1
/m/02hsq3m;/award/award_category/nominees./award/award_nomination/nominated_for;/m/02c7k4;12;871
/m/03lfd_;/film/film/release_date_s./film/film_regional_release_date/film_release_region;/m/01mjq;135;19
/m/09v4bym;/award/award_category/nominees./award/award_nomination/nominated_for;/m/0233bn;1;2
/m/02d02;/baseball/baseball_team/team_stats./baseball/baseball_team_stats/season;/m/025ygws;3;1
/m/0hcvy;/people/person/nationality;/m/07ssc;192;1
/m/07g9f;/award/award_winning_work/awards_won./award/award_honor/award_winner;/m/03d_w3h;2;47
/m/03hkch7;/film/film/genre;/m/03mqtr;81;8
/m/0p07l;/location/location/contains;/m/0k9wp;3;2
/m/02jjdr;/music/record_label/artist;/m/01m3b1t;51;728
/m/0427y;/award/award_nominee/award_nominations./award/award_nomination/award;/m/027dtxw;1705;16
/m/025b3k;/people/person/religion;/m/0c8wxp;2130;1
/m/0h95927;/film/film/release_date_s./film/film_regional_release_date/film_release_region;/m/0chghy;7;2
/m/033cw;/common/topic/webpage./common/webpage/category;/m/08mbj5d;2681;1
/m/07rlg;/olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/country;/m/06mzp;10;13
/m/01pllx;/award/award_nominee/award_nominations./award/award_nomination/award;/m/09qrn4;1237;91
/m/04n7jdv;/music/genre/artists;/m/017j6;9;4
/m/0420y;/people/person/gender;/m/05zppz;102;1
/m/05fm6m;/film/film/language;/m/02h40lc;1;1
/m/072x7s;/film/film/other_crew./film/film_crew_gig/film_crew_role;/m/02r96rf;63;1
/m/0gk4g;/people/cause_of_death/people;/m/014z8v;1;239
/m/01vksx;/film/film/release_date_s./film/film_regional_release_date/film_release_region;/m/06npd;20;3
/m/05jf85;/film/film/genre;/m/06cvj;40;4
/m/07bdd_;/award/award_category/nominees./award/award_nomination/nominated_for;/m/06zn1c;1;1
/m/05jf85;/film/film/genre;/m/05p553;1;1
/m/03k99c;/tv/tv_program/regular_cast./tv/regular_tv_appearance/actor;/m/019803;35;32
/m/014635;/people/person/places_lived./people/place_lived/location;/m/0f1sm;7;88
/m/04zx3q1;/education/educational_degree/people_with_this_degree./education/education/institution;/m/0bsnm;4;424
/m/027xq5;/common/topic/webpage./common/webpage/category;/m/08mbj5d;54;1
/m/0bksh;/film/actor/film./film/performance/film;/m/0f8j13;567;1672
/m/01vsyg9;/people/person/profession;/m/0nbcg;55;2
/m/015t7v;/film/actor/film./film/performance/film;/m/0gtsxr4;242;745
/m/0j298t8;/award/award_category/nominees./award/award_nomination/nominated_for;/m/05pt0l;7;28
/m/0f4x7;/award/award_category/nominees./award/award_nomination/nominated_for;/m/0j90s;1;30
/m/02hnl;/music/performance_role/regular_performances./music/group_membership/group;/m/0m19t;1;6
/m/026njb5;/film/film/release_date_s./film/film_regional_release_date/film_release_region;/m/06c1y;94;26
/m/0f4x7;/award/award_category/nominees./award/award_nomination/nominated_for;/m/0llcx;3;93
/m/0fz0c2;/award/award_ceremony/awards_presented./award/award_honor/award_winner;/m/0g1rw;3;51
/m/07jqjx;/film/film/written_by;/m/053ksp;261;39
/m/0pkyh;/award/award_nominee/award_nominations./award/award_nomination/award;/m/03tcnt;48;10
/m/02nhxf;/award/award_category/winners./award/award_honor/award_winner;/m/02jqjm;15;407
/m/022p06;/people/person/religion;/m/03_gx;1765;2
/m/06cc_1;/people/person/nationality;/m/09c7w0;73;1
/m/085q5;/people/person/profession;/m/0cbd2;1323;3
/m/0c57yj;/film/film/costume_design_by;/m/03mfqm;41;1
/m/0ldd;/people/person/profession;/m/0kyk;12;2
/m/0gcrg;/film/film/costume_design_by;/m/04vzv4;84;3
/m/07wtc;/education/educational_institution/students_graduates./education/education/major_field_of_study;/m/05qjt;119;9
/m/02cx72;/music/artist/track_contributions./music/track_contribution/role;/m/05r5c;524;2
/m/07vjm;/education/educational_institution/students_graduates./education/education/major_field_of_study;/m/01540;19;5
/m/06jk5_;/education/educational_institution/colors;/m/01l849;276;3
/m/0837ql;/award/award_nominee/award_nominations./award/award_nomination/award_nominee;/m/01wlt3k;1;9
/m/01wwvd2;/award/award_winner/awards_won./award/award_honor/award_winner;/m/01mxqyk;1;5
/m/0dj75;/food/food/nutrients./food/nutrition_fact/nutrient;/m/05wvs;1;2
/m/01l47f5;/people/person/profession;/m/0nbcg;19;1
/m/05g76;/sports/sports_team/roster./baseball/baseball_roster_position/position;/m/01z9v6;1;1
/m/0f6lx;/people/person/nationality;/m/09c7w0;1412;1
